depreg,depreg.1,mupreg,mupreg.1,mesreg,mesreg.1,añoreg,añoreg.1,diaocu,diaocu.1,mesocu,mesocu.1,añoocu,añoocu.1,depocu,depocu.1,mupocu,mupocu.1,edadhom,edadhom.1,edadmuj,edadmuj.1,grethom,gretmuj,nachom,nachom.1,nacmuj,nacmuj.1,escohom,escomuj,ocupahom,ocupamuj
,1,,101,,3,,2016,,25,,6,,2015,,5,,507,,999,,40,,,,320,,320,,,,
,5,,501,,9,,2015,,22,,4,,2015,,5,,501,,999,,26,,,,320,,320,,,,
,5,,512,,3,,2015,,20,,1,,2015,,5,,501,,999,,42,,,,320,,320,,,,
,1,,101,,9,,2015,,31,,7,,2015,,1,,114,,999,,29,,,,320,,320,,,,
,1,,101,,12,,2015,,25,,11,,2015,,1,,108,,999,,32,,,,320,,320,,,,
,1,,101,,11,,2015,,13,,8,,2015,,1,,107,,999,,36,,,,320,,320,,,,
,1,,104,,7,,2015,,27,,3,,2015,,1,,105,,999,,48,,,,320,,320,,,,
,14,,1406,,6,,2015,,30,,3,,2015,,1,,101,,26,,23,,,,320,,320,,,,
,14,,1419,,7,,2015,,4,,2,,2015,,14,,1419,,999,,43,,,,222,,320,,,,
,13,,1301,,2,,2016,,14,,4,,2015,,13,,1301,,999,,30,,,,320,,320,,,,
,9,,913,,10,,2015,,31,,8,,2015,,9,,901,,999,,43,,,,320,,320,,,,
,1,,101,,5,,2015,,17,,3,,2015,,1,,107,,999,,39,,,,320,,320,,,,
,13,,1301,,5,,2016,,8,,7,,2015,,13,,1301,,999,,56,,,,320,,320,,,,
,12,,1216,,10,,2015,,1,,7,,2015,,12,,1216,,999,,33,,,,320,,320,,,,
,6,,601,,11,,2015,,12,,10,,2015,,6,,601,,999,,38,,,,320,,320,,,,
,3,,309,,5,,2016,,9,,10,,2015,,1,,101,,999,,46,,,,320,,320,,,,
,22,,2216,,3,,2015,,3,,3,,2015,,22,,2216,,40,,40,,,,320,,320,,,,
,22,,2202,,9,,2015,,3,,9,,2015,,22,,2202,,999,,34,,,,320,,320,,,,
,19,,1910,,9,,2015,,25,,8,,2015,,19,,1910,,25,,23,,,,320,,320,,,,
,16,,1601,,7,,2015,,23,,4,,2015,,16,,1601,,29,,23,,,,320,,320,,,,
,12,,1211,,2,,2015,,27,,1,,2015,,12,,1211,,999,,18,,,,320,,320,,,,
,11,,1101,,6,,2016,,3,,9,,2015,,11,,1101,,999,,39,,,,320,,320,,,,
,9,,903,,5,,2015,,24,,3,,2015,,9,,903,,40,,37,,,,320,,320,,,,
,5,,501,,11,,2015,,2,,9,,2015,,5,,510,,39,,36,,,,320,,320,,,,
,5,,501,,1,,2016,,20,,11,,2015,,5,,501,,25,,21,,,,320,,320,,,,
,1,,101,,10,,2015,,21,,5,,2015,,1,,108,,999,,29,,,,320,,320,,,,
,9,,903,,8,,2015,,29,,4,,2015,,9,,903,,38,,36,,,,320,,320,,,,
,8,,803,,8,,2015,,2,,7,,2015,,8,,803,,999,,38,,,,320,,320,,,,
,5,,506,,3,,2015,,10,,2,,2015,,5,,506,,999,,39,,,,320,,320,,,,
,22,,2202,,5,,2015,,6,,4,,2015,,22,,2202,,999,,35,,,,320,,320,,,,
,22,,2201,,7,,2015,,17,,6,,2015,,22,,2201,,999,,40,,,,320,,320,,,,
,22,,2201,,6,,2015,,6,,5,,2015,,22,,2201,,999,,35,,,,320,,320,,,,
,18,,1804,,9,,2015,,23,,6,,2015,,18,,1804,,999,,34,,,,320,,320,,,,
,15,,1503,,11,,2015,,18,,9,,2015,,15,,1503,,999,,32,,,,320,,320,,,,
,14,,1419,,5,,2015,,13,,4,,2015,,14,,1419,,999,,22,,,,320,,320,,,,
,14,,1401,,2,,2015,,13,,2,,2015,,14,,1401,,999,,27,,,,320,,320,,,,
,12,,1223,,1,,2016,,30,,11,,2015,,12,,1223,,30,,35,,,,320,,320,,,,
,12,,1220,,2,,2016,,21,,10,,2015,,12,,1220,,34,,999,,,,320,,320,,,,
,12,,1209,,12,,2015,,26,,11,,2015,,12,,1219,,999,,41,,,,320,,320,,,,
,1,,101,,5,,2015,,10,,4,,2015,,12,,1203,,999,,50,,,,320,,320,,,,
,11,,1101,,9,,2015,,11,,8,,2015,,11,,1108,,999,,37,,,,320,,320,,,,
,1,,114,,5,,2015,,5,,2,,2015,,11,,1101,,999,,44,,,,320,,320,,,,
,10,,1011,,10,,2015,,5,,5,,2015,,10,,1011,,999,,37,,,,320,,320,,,,
,9,,912,,4,,2016,,2,,3,,2015,,9,,912,,999,,27,,,,320,,320,,,,
,7,,701,,2,,2016,,16,,11,,2015,,7,,701,,999,,26,,,,320,,320,,,,
,1,,101,,10,,2015,,15,,5,,2015,,6,,613,,999,,46,,,,320,,320,,,,
,17,,1712,,5,,2015,,16,,2,,2015,,5,,506,,999,,60,,,,320,,320,,,,
,5,,505,,7,,2015,,4,,2,,2015,,5,,505,,999,,29,,,,320,,320,,,,
,5,,501,,12,,2015,,6,,8,,2015,,5,,501,,999,,38,,,,320,,320,,,,
,4,,415,,9,,2015,,22,,4,,2015,,4,,415,,999,,31,,,,320,,320,,,,
,4,,401,,11,,2015,,23,,10,,2015,,4,,401,,999,,51,,,,320,,320,,,,
,3,,302,,12,,2015,,25,,6,,2015,,3,,302,,999,,43,,,,320,,320,,,,
,1,,116,,10,,2015,,26,,8,,2015,,1,,116,,999,,41,,,,320,,320,,,,
,1,,116,,7,,2015,,15,,6,,2015,,1,,116,,53,,54,,,,320,,320,,,,
,1,,101,,9,,2015,,1,,7,,2015,,1,,107,,46,,38,,,,320,,320,,,,
,15,,1503,,8,,2015,,23,,7,,2015,,15,,1503,,999,,999,,,,320,,320,,,,
,13,,1301,,3,,2015,,2,,3,,2015,,13,,1301,,32,,33,,,,320,,320,,,,
,6,,601,,1,,2016,,29,,9,,2015,,6,,601,,999,,34,,,,320,,320,,,,
,1,,101,,4,,2016,,2,,12,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,22,,2201,,4,,2015,,16,,3,,2015,,22,,2201,,999,,34,,,,320,,320,,,,
,22,,2201,,4,,2015,,13,,3,,2015,,22,,2201,,999,,32,,,,320,,320,,,,
,18,,1801,,2,,2016,,2,,11,,2015,,18,,1801,,999,,54,,,,320,,320,,,,
,17,,1701,,7,,2015,,8,,5,,2015,,17,,1712,,999,,29,,,,320,,320,,,,
,15,,1504,,4,,2016,,5,,6,,2015,,15,,1504,,999,,36,,,,320,,320,,,,
,14,,1420,,3,,2016,,10,,2,,2015,,14,,1420,,999,,46,,,,320,,320,,,,
,14,,1401,,1,,2016,,30,,11,,2015,,14,,1401,,47,,39,,,,320,,320,,,,
,12,,1217,,12,,2015,,7,,1,,2015,,12,,1217,,999,,41,,,,320,,320,,,,
,9,,904,,11,,2015,,27,,8,,2015,,9,,904,,999,,30,,,,320,,320,,,,
,5,,511,,3,,2015,,10,,2,,2015,,5,,511,,999,,50,,,,320,,320,,,,
,1,,101,,9,,2015,,28,,7,,2015,,1,,106,,999,,50,,,,320,,340,,,,
,1,,101,,10,,2015,,2,,9,,2015,,1,,101,,999,,43,,,,320,,222,,,,
,1,,101,,5,,2015,,27,,1,,2015,,1,,101,,999,,52,,,,320,,222,,,,
,22,,2211,,10,,2015,,24,,7,,2015,,22,,2211,,999,,33,,,,320,,320,,,,
,22,,2207,,5,,2015,,8,,4,,2015,,22,,2207,,999,,999,,,,320,,320,,,,
,22,,2205,,7,,2015,,12,,6,,2015,,22,,2205,,999,,999,,,,320,,320,,,,
,22,,2201,,1,,2016,,23,,12,,2015,,22,,2201,,999,,999,,,,320,,320,,,,
,22,,2201,,9,,2015,,1,,9,,2015,,22,,2201,,999,,999,,,,320,,320,,,,
,19,,1904,,5,,2015,,5,,3,,2015,,19,,1904,,999,,999,,,,320,,320,,,,
,18,,1804,,12,,2015,,14,,10,,2015,,18,,1804,,999,,999,,,,320,,320,,,,
,18,,1804,,5,,2015,,20,,3,,2015,,18,,1804,,999,,999,,,,320,,320,,,,
,18,,1801,,4,,2015,,24,,2,,2015,,18,,1801,,999,,999,,,,320,,320,,,,
,16,,1609,,8,,2015,,4,,5,,2015,,16,,1609,,999,,999,,,,320,,320,,,,
,14,,1409,,3,,2016,,21,,12,,2015,,14,,1409,,999,,999,,,,320,,320,,,,
,14,,1404,,1,,2016,,1,,12,,2015,,14,,1404,,999,,999,,,,320,,320,,,,
,14,,1404,,2,,2016,,30,,10,,2015,,14,,1404,,999,,999,,,,320,,320,,,,
,14,,1401,,11,,2015,,28,,9,,2015,,14,,1401,,31,,27,,,,320,,320,,,,
,14,,1401,,2,,2015,,16,,1,,2015,,14,,1401,,999,,999,,,,320,,320,,,,
,13,,1306,,12,,2015,,11,,9,,2015,,13,,1306,,999,,999,,,,320,,320,,,,
,13,,1301,,8,,2015,,22,,7,,2015,,13,,1301,,999,,999,,,,320,,320,,,,
,12,,1217,,9,,2015,,18,,6,,2015,,12,,1217,,999,,999,,,,320,,320,,,,
,10,,1001,,11,,2015,,19,,10,,2015,,11,,1103,,999,,999,,,,320,,320,,,,
,11,,1101,,10,,2015,,31,,7,,2015,,11,,1101,,999,,32,,,,320,,320,,,,
,10,,1001,,10,,2015,,15,,5,,2015,,10,,1001,,999,,999,,,,320,,320,,,,
,13,,1301,,12,,2015,,19,,10,,2015,,9,,920,,999,,999,,,,320,,320,,,,
,9,,917,,5,,2016,,13,,2,,2015,,9,,917,,999,,999,,,,320,,320,,,,
,8,,802,,8,,2015,,16,,1,,2015,,8,,802,,999,,999,,,,320,,320,,,,
,6,,609,,8,,2015,,28,,4,,2015,,6,,609,,999,,999,,,,320,,320,,,,
,6,,611,,2,,2015,,5,,2,,2015,,6,,609,,999,,999,,,,320,,320,,,,
,1,,101,,1,,2016,,23,,10,,2015,,6,,606,,24,,20,,,,320,,320,,,,
,1,,101,,1,,2016,,29,,9,,2015,,5,,513,,999,,999,,,,320,,320,,,,
,5,,505,,2,,2016,,21,,10,,2015,,5,,509,,999,,20,,,,320,,320,,,,
,5,,507,,3,,2015,,8,,1,,2015,,5,,507,,999,,999,,,,320,,320,,,,
,13,,1312,,5,,2016,,17,,11,,2015,,5,,507,,999,,999,,,,320,,320,,,,
,5,,505,,3,,2015,,9,,1,,2015,,5,,505,,999,,999,,,,320,,320,,,,
,5,,501,,8,,2015,,3,,6,,2015,,5,,501,,999,,999,,,,320,,320,,,,
,5,,509,,11,,2015,,9,,7,,2015,,5,,501,,999,,999,,,,320,,320,,,,
,4,,401,,6,,2015,,15,,6,,2015,,4,,401,,999,,999,,,,320,,320,,,,
,3,,312,,8,,2015,,10,,7,,2015,,3,,312,,999,,999,,,,320,,320,,,,
,2,,202,,6,,2015,,30,,4,,2015,,2,,202,,999,,999,,,,320,,320,,,,
,1,,116,,7,,2015,,26,,5,,2015,,1,,117,,999,,999,,,,320,,320,,,,
,11,,1101,,11,,2015,,22,,10,,2015,,1,,115,,999,,999,,,,320,,320,,,,
,1,,111,,7,,2015,,3,,6,,2015,,1,,110,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,4,,6,,2015,,1,,106,,999,,999,,,,320,,320,,,,
,1,,103,,11,,2015,,12,,8,,2015,,1,,103,,999,,999,,,,320,,320,,,,
,1,,103,,5,,2015,,6,,4,,2015,,1,,103,,999,,999,,,,320,,320,,,,
,1,,101,,4,,2015,,20,,1,,2015,,1,,102,,999,,999,,,,320,,9999,,,,
,1,,101,,3,,2016,,14,,7,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,14,,7,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,7,,2015,,2,,6,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,9,,2015,,25,,5,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,9,,2015,,7,,5,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,3,,2015,,19,,1,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,5,,2016,,26,,5,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,5,,2015,,27,,3,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,7,,2015,,24,,3,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,6,,609,,10,,2015,,13,,7,,2015,,6,,609,,999,,999,,,,320,,320,,,,
,21,,2101,,9,,2015,,30,,7,,2015,,21,,2101,,999,,999,,,,320,,320,,,,
,20,,2001,,8,,2015,,20,,4,,2015,,20,,2001,,34,,31,,,,320,,320,,,,
,19,,1905,,12,,2015,,18,,11,,2015,,19,,1905,,999,,999,,,,320,,320,,,,
,19,,1901,,10,,2015,,14,,9,,2015,,19,,1901,,34,,999,,,,320,,320,,,,
,16,,1604,,7,,2015,,17,,7,,2015,,16,,1604,,999,,999,,,,320,,320,,,,
,11,,1107,,4,,2015,,22,,1,,2015,,11,,1107,,999,,999,,,,320,,320,,,,
,11,,1104,,8,,2015,,28,,4,,2015,,11,,1105,,999,,999,,,,320,,320,,,,
,9,,923,,3,,2016,,24,,8,,2015,,9,,923,,999,,999,,,,320,,320,,,,
,9,,901,,6,,2015,,11,,5,,2015,,9,,901,,28,,999,,,,320,,320,,,,
,4,,401,,8,,2015,,21,,7,,2015,,4,,404,,999,,999,,,,320,,320,,,,
,2,,201,,12,,2015,,29,,9,,2015,,2,,207,,999,,999,,,,320,,320,,,,
,2,,207,,6,,2015,,4,,5,,2015,,2,,207,,999,,999,,,,320,,320,,,,
,2,,204,,11,,2015,,24,,8,,2015,,2,,204,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,26,,6,,2015,,1,,115,,31,,31,,,,320,,320,,,,
,1,,101,,10,,2015,,18,,3,,2015,,1,,115,,999,,999,,,,320,,320,,,,
,1,,101,,3,,2015,,15,,1,,2015,,1,,115,,999,,999,,,,320,,320,,,,
,1,,101,,2,,2015,,14,,1,,2015,,1,,115,,34,,999,,,,320,,320,,,,
,5,,505,,9,,2015,,21,,8,,2015,,1,,115,,999,,999,,,,320,,320,,,,
,1,,101,,3,,2016,,28,,12,,2015,,1,,113,,999,,999,,,,320,,320,,,,
,1,,101,,11,,2015,,30,,6,,2015,,1,,113,,999,,999,,,,320,,320,,,,
,1,,101,,10,,2015,,10,,7,,2015,,1,,108,,32,,29,,,,320,,320,,,,
,1,,101,,7,,2015,,5,,5,,2015,,1,,108,,36,,999,,,,320,,320,,,,
,1,,108,,2,,2016,,17,,11,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,1,,115,,12,,2015,,15,,10,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,1,,101,,4,,2016,,30,,12,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,1,,2016,,16,,11,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,3,,2016,,12,,11,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,4,,2016,,30,,10,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,12,,2015,,6,,10,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,10,,2015,,2,,9,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,11,,2015,,30,,7,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,10,,2015,,28,,7,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,15,,4,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,5,,2015,,23,,3,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,16,,2,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,20,,2001,,5,,2015,,18,,3,,2015,,20,,2001,,999,,999,,,,320,,320,,,,
,18,,1804,,7,,2015,,3,,6,,2015,,18,,1804,,999,,999,,,,320,,320,,,,
,18,,1801,,12,,2015,,12,,5,,2015,,18,,1801,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,30,,4,,2015,,6,,608,,90,,999,,,,320,,320,,,,
,1,,101,,7,,2015,,11,,2,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,18,,1801,,5,,2015,,19,,3,,2015,,18,,1801,,999,,39,,,,320,,320,,,,
,9,,901,,9,,2015,,4,,8,,2015,,9,,901,,28,,30,,,,320,,320,,,,
,13,,1301,,1,,2016,,27,,11,,2015,,13,,1301,,999,,52,,,,320,,320,,,,
,6,,602,,5,,2015,,26,,3,,2015,,6,,602,,999,,45,,,,320,,320,,,,
,1,,101,,6,,2016,,3,,7,,2015,,1,,101,,39,,36,,,,320,,320,,,,
,1,,101,,8,,2015,,7,,5,,2015,,1,,113,,999,,37,,,,320,,320,,,,
,1,,101,,12,,2015,,25,,9,,2015,,3,,301,,35,,34,,,,320,,320,,,,
,1,,101,,8,,2015,,1,,6,,2015,,1,,115,,35,,30,,,,320,,320,,,,
,3,,301,,2,,2016,,14,,12,,2015,,1,,108,,32,,41,,,,320,,320,,,,
,17,,1703,,7,,2015,,24,,2,,2015,,17,,1703,,999,,34,,,,9999,,320,,,,
,3,,301,,5,,2015,,24,,3,,2015,,3,,301,,999,,999,,,,32,,32,,,,
,22,,2201,,2,,2016,,27,,11,,2015,,22,,2201,,27,,29,,,,320,,320,,,,
,20,,2010,,12,,2015,,1,,9,,2015,,20,,2010,,999,,36,,,,320,,320,,,,
,6,,601,,7,,2015,,6,,1,,2015,,6,,614,,25,,28,,,,320,,320,,,,
,5,,501,,4,,2016,,12,,11,,2015,,5,,501,,999,,999,,,,320,,320,,,,
,5,,501,,6,,2015,,25,,3,,2015,,5,,501,,47,,44,,,,320,,320,,,,
,1,,101,,4,,2015,,30,,1,,2015,,1,,101,,28,,27,,,,320,,804,,,,
,16,,1601,,12,,2015,,28,,1,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,9,,4,,2015,,1,,101,,28,,25,,,,320,,320,,,,
,1,,101,,5,,2015,,20,,4,,2015,,1,,110,,26,,23,,,,320,,320,,,,
,16,,1601,,10,,2015,,31,,7,,2015,,10,,1020,,25,,25,,,,320,,320,,,,
,9,,903,,7,,2015,,18,,5,,2015,,9,,901,,29,,27,,,,320,,320,,,,
,9,,901,,11,,2015,,9,,10,,2015,,9,,901,,41,,37,,,,320,,320,,,,
,1,,101,,2,,2015,,26,,1,,2015,,3,,301,,49,,49,,,,320,,320,,,,
,1,,111,,10,,2015,,30,,9,,2015,,1,,102,,999,,999,,,,320,,320,,,,
,1,,101,,2,,2016,,12,,10,,2015,,1,,101,,999,,36,,,,320,,320,,,,
,1,,101,,7,,2015,,7,,5,,2015,,1,,101,,999,,999,,,,320,,320,,,,
,1,,114,,7,,2015,,24,,6,,2015,,1,,101,,26,,27,,,,320,,320,,,,
,4,,401,,7,,2015,,28,,5,,2015,,1,,101,,50,,44,,,,320,,320,,,,
,1,,101,,3,,2016,,24,,3,,2015,,1,,101,,30,,23,,,,320,,320,,,,
,22,,2204,,3,,2015,,24,,2,,2015,,22,,2204,,30,,25,,,,320,,320,,,,
,1,,101,,10,,2015,,18,,8,,2015,,19,,1901,,37,,35,,,,320,,320,,,,
,1,,116,,4,,2016,,22,,10,,2015,,1,,108,,35,,31,,,,320,,320,,,,
,1,,101,,3,,2016,,1,,10,,2015,,1,,101,,35,,33,,,,320,,320,,,,
,19,,1901,,7,,2015,,23,,4,,2015,,19,,1901,,36,,37,,,,320,,320,,,,
,11,,1103,,7,,2015,,23,,6,,2015,,11,,1104,,34,,30,,,,320,,320,,,,
,11,,1103,,7,,2015,,14,,5,,2015,,11,,1101,,34,,29,,,,320,,320,,,,
,10,,1003,,10,,2015,,20,,5,,2015,,10,,1003,,999,,40,,,,320,,320,,,,
,9,,916,,12,,2015,,26,,6,,2015,,1,,110,,38,,31,,,,320,,320,,,,
,3,,308,,9,,2015,,21,,7,,2015,,1,,108,,43,,40,,,,320,,320,,,,
,1,,101,,3,,2016,,14,,7,,2015,,1,,101,,25,,24,,,,320,,320,,,,
,1,,101,,11,,2015,,30,,7,,2015,,1,,101,,999,,36,,,,320,,320,,,,
,1,,101,,11,,2015,,10,,6,,2015,,1,,101,,24,,24,,,,320,,320,,,,
,1,,101,,8,,2015,,28,,5,,2015,,1,,101,,57,,59,,,,320,,320,,,,
,1,,101,,5,,2015,,13,,4,,2015,,1,,101,,29,,31,,,,320,,320,,,,
,1,,101,,4,,2015,,4,,3,,2015,,1,,101,,23,,21,,,,320,,320,,,,
,1,,101,,12,,2015,,11,,11,,2015,,1,,101,,38,,36,,,,862,,320,,,,
,1,,101,,4,,2015,,27,,4,,2015,,1,,101,,35,,36,,,,320,,320,,,,
,11,,1102,,3,,2015,,13,,1,,2015,,11,,1102,,36,,36,,,,320,,320,,,,
,22,,2201,,11,,2015,,8,,9,,2015,,22,,2201,,26,,22,,,,320,,320,,,,
,14,,1420,,5,,2016,,9,,10,,2015,,14,,1420,,24,,21,,,,320,,320,,,,
,1,,101,,3,,2015,,5,,1,,2015,,9,,922,,34,,32,,,,320,,320,,,,
,9,,903,,1,,2016,,22,,12,,2015,,9,,903,,999,,18,,,,320,,320,,,,
,1,,101,,9,,2015,,12,,8,,2015,,1,,108,,38,,34,,,,320,,320,,,,
,12,,1220,,3,,2015,,11,,2,,2015,,12,,1220,,49,,44,,,,320,,320,,,,
,21,,2101,,8,,2015,,21,,7,,2015,,21,,2101,,28,,26,,,,320,,320,,,,
,14,,1411,,10,,2015,,17,,4,,2015,,14,,1411,,31,,23,,,,320,,320,,,,
,1,,101,,10,,2015,,19,,5,,2015,,4,,411,,27,,27,,,,320,,320,,,,
,1,,101,,5,,2016,,28,,10,,2015,,1,,101,,37,,27,,,,320,,320,,,,
,1,,101,,12,,2015,,8,,6,,2015,,1,,101,,999,,999,,,,222,,720,,,,
,1,,101,,3,,2016,,7,,4,,2015,,1,,101,,38,,35,,,,276,,320,,,,
,22,,2201,,8,,2015,,15,,7,,2015,,22,,2201,,35,,27,,,,320,,320,,,,
,22,,2201,,8,,2015,,21,,7,,2015,,22,,2201,,26,,25,,,,320,,320,,,,
,22,,2201,,3,,2015,,12,,3,,2015,,22,,2201,,26,,27,,,,320,,320,,,,
,22,,2201,,5,,2015,,18,,3,,2015,,22,,2201,,24,,22,,,,320,,320,,,,
,21,,2101,,11,,2015,,13,,10,,2015,,21,,2101,,40,,40,,,,320,,320,,,,
,20,,2009,,6,,2016,,29,,1,,2015,,20,,2009,,999,,999,,,,320,,320,,,,
,17,,1707,,5,,2015,,15,,1,,2015,,17,,1708,,31,,30,,,,320,,320,,,,
,17,,1705,,1,,2016,,13,,10,,2015,,17,,1705,,999,,999,,,,320,,320,,,,
,17,,1703,,5,,2015,,21,,4,,2015,,17,,1703,,999,,999,,,,320,,320,,,,
,17,,1705,,12,,2015,,8,,10,,2015,,17,,1703,,999,,999,,,,320,,320,,,,
,17,,1701,,9,,2015,,24,,8,,2015,,17,,1701,,32,,36,,,,320,,320,,,,
,17,,1701,,10,,2015,,27,,7,,2015,,17,,1701,,999,,999,,,,320,,320,,,,
,1,,101,,9,,2015,,31,,7,,2015,,16,,1604,,999,,999,,,,320,,320,,,,
,16,,1601,,5,,2016,,7,,5,,2015,,16,,1601,,35,,37,,,,320,,320,,,,
,14,,1413,,5,,2015,,17,,4,,2015,,14,,1413,,55,,43,,,,320,,320,,,,
,14,,1412,,5,,2016,,28,,12,,2015,,14,,1412,,999,,999,,,,320,,320,,,,
,12,,1215,,3,,2016,,26,,5,,2015,,12,,1215,,999,,999,,,,320,,320,,,,
,12,,1201,,12,,2015,,21,,9,,2015,,12,,1201,,999,,999,,,,320,,320,,,,
,12,,1201,,8,,2015,,19,,6,,2015,,12,,1201,,999,,999,,,,320,,320,,,,
,4,,401,,10,,2015,,11,,9,,2015,,11,,1108,,36,,31,,,,320,,320,,,,
,11,,1108,,2,,2016,,25,,11,,2015,,11,,1108,,28,,22,,,,320,,320,,,,
,10,,1002,,6,,2015,,20,,3,,2015,,11,,1107,,999,,999,,,,320,,320,,,,
,11,,1105,,2,,2016,,15,,5,,2015,,11,,1107,,26,,23,,,,320,,320,,,,
,11,,1107,,5,,2016,,12,,10,,2015,,11,,1107,,37,,31,,,,320,,320,,,,
,11,,1101,,10,,2015,,30,,1,,2015,,11,,1104,,999,,999,,,,320,,320,,,,
,11,,1104,,6,,2015,,15,,1,,2015,,11,,1104,,31,,32,,,,320,,320,,,,
,11,,1101,,1,,2016,,22,,10,,2015,,11,,1101,,44,,28,,,,320,,320,,,,
,10,,1019,,2,,2016,,13,,11,,2015,,10,,1019,,27,,28,,,,320,,320,,,,
,1,,101,,8,,2015,,5,,6,,2015,,10,,1002,,999,,999,,,,320,,320,,,,
,1,,116,,2,,2016,,8,,10,,2015,,9,,920,,999,,999,,,,320,,320,,,,
,9,,920,,12,,2015,,12,,10,,2015,,9,,920,,999,,999,,,,320,,320,,,,
,9,,920,,5,,2016,,14,,9,,2015,,9,,920,,32,,23,,,,320,,320,,,,
,9,,901,,2,,2016,,3,,12,,2015,,9,,901,,28,,27,,,,320,,320,,,,
,9,,901,,6,,2016,,28,,12,,2015,,9,,901,,999,,999,,,,320,,320,,,,
,9,,901,,3,,2016,,22,,9,,2015,,9,,901,,999,,999,,,,320,,320,,,,
,9,,901,,1,,2016,,8,,9,,2015,,9,,901,,999,,999,,,,320,,320,,,,
,9,,901,,2,,2016,,5,,8,,2015,,9,,901,,999,,999,,,,320,,320,,,,
,9,,901,,12,,2015,,19,,8,,2015,,9,,901,,999,,999,,,,320,,320,,,,
,8,,806,,4,,2016,,5,,8,,2015,,8,,806,,23,,22,,,,320,,320,,,,
,9,,914,,8,,2015,,27,,7,,2015,,8,,801,,29,,23,,,,320,,320,,,,
,6,,611,,11,,2015,,1,,10,,2015,,6,,611,,21,,38,,,,320,,320,,,,
,6,,611,,12,,2015,,13,,8,,2015,,6,,611,,52,,51,,,,320,,320,,,,
,3,,314,,7,,2015,,4,,6,,2015,,5,,504,,48,,47,,,,320,,320,,,,
,5,,501,,1,,2016,,6,,10,,2015,,5,,501,,999,,999,,,,320,,320,,,,
,2,,202,,7,,2015,,18,,6,,2015,,2,,202,,26,,24,,,,320,,320,,,,
,1,,101,,11,,2015,,31,,8,,2015,,1,,115,,999,,999,,,,320,,320,,,,
,1,,101,,8,,2015,,15,,6,,2015,,1,,115,,24,,26,,,,320,,320,,,,
,1,,115,,3,,2016,,14,,10,,2015,,1,,115,,999,,999,,,,320,,320,,,,
,1,,115,,5,,2015,,22,,4,,2015,,1,,115,,29,,26,,,,320,,320,,,,
,1,,115,,2,,2015,,12,,1,,2015,,1,,115,,28,,28,,,,320,,320,,,,
,1,,114,,8,,2015,,9,,6,,2015,,1,,114,,32,,29,,,,320,,320,,,,
,1,,114,,7,,2015,,25,,6,,2015,,1,,114,,999,,999,,,,320,,320,,,,
,1,,114,,5,,2015,,14,,5,,2015,,1,,114,,25,,22,,,,320,,320,,,,
,1,,115,,7,,2015,,24,,6,,2015,,1,,110,,999,,999,,,,320,,320,,,,
,1,,101,,3,,2016,,19,,10,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,1,,101,,11,,2015,,5,,10,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,1,,101,,1,,2016,,13,,10,,2015,,1,,108,,37,,34,,,,320,,320,,,,
,1,,101,,10,,2015,,11,,8,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,1,,101,,9,,2015,,28,,8,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,1,,101,,11,,2015,,11,,8,,2015,,1,,108,,999,,999,,,,320,,320,,,,
,1,,101,,10,,2015,,25,,8,,2015,,1,,108,,33,,35,,,,320,,320,,,,
,1,,101,,8,,2015,,13,,7,,2015,,1,,108,,999,,999,,,,320,,320,,,,
