depreg,depreg.1,mupreg,mupreg.1,mesreg,mesreg.1,añoreg,añoreg.1,diaocu,diaocu.1,mesocu,mesocu.1,añoocu,añoocu.1,depocu,depocu.1,mupocu,mupocu.1,edadhom,edadhom.1,edadmuj,edadmuj.1,grethom,gretmuj,nachom,nachom.1,nacmuj,nacmuj.1,escohom,escomuj,ocupahom,ocupamuj
1,,101,,8,,2010,,4,,5,,2010,,1,,101,,41,,35,,9,9,320,,320,,9,9,1120,1120
1,,101,,11,,2010,,6,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2161,1219
1,,101,,3,,2010,,16,,2,,2010,,1,,101,,42,,31,,9,9,320,,320,,4,9,2166,1219
1,,101,,10,,2010,,25,,8,,2010,,1,,101,,47,,36,,9,9,320,,320,,1,1,5221,1219
1,,101,,8,,2010,,20,,5,,2010,,1,,101,,999,,999,,9,9,840,,484,,9,9,9712,1219
16,,1601,,3,,2010,,28,,1,,2010,,16,,1601,,23,,37,,2,2,320,,320,,9,3,9712,1221
1,,101,,10,,2010,,23,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5249,1346
1,,101,,11,,2010,,24,,8,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,1219,1411
1,,101,,9,,2010,,15,,7,,2010,,1,,101,,999,,999,,2,2,320,,320,,5,5,2113,2131
1,,101,,11,,2010,,8,,9,,2010,,1,,101,,33,,33,,9,9,320,,320,,9,9,2611,2141
16,,1601,,4,,2011,,26,,10,,2010,,16,,1601,,999,,999,,9,9,320,,320,,9,9,9712,2141
1,,101,,10,,2010,,9,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2142,2142
1,,108,,3,,2010,,8,,2,,2010,,1,,101,,32,,30,,9,9,320,,320,,5,5,2141,2145
1,,101,,10,,2010,,25,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2145
1,,101,,7,,2010,,4,,5,,2010,,1,,101,,33,,999,,9,9,320,,320,,9,9,9999,2149
1,,101,,9,,2010,,26,,5,,2010,,1,,101,,999,,999,,9,9,320,,840,,9,9,2161,2161
1,,101,,10,,2010,,3,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2161
1,,101,,1,,2011,,12,,10,,2010,,1,,101,,32,,32,,2,9,320,,320,,5,4,2421,2166
9,,901,,2,,2011,,10,,6,,2010,,9,,901,,32,,28,,9,9,320,,320,,4,9,4311,2166
1,,101,,10,,2010,,28,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,2166
1,,101,,5,,2011,,29,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2166
1,,101,,4,,2010,,22,,2,,2010,,1,,101,,27,,27,,9,9,320,,320,,1,1,2211,2211
1,,101,,1,,2011,,14,,9,,2010,,20,,2001,,999,,999,,9,9,320,,320,,9,9,2211,2211
1,,101,,1,,2011,,25,,5,,2010,,1,,101,,32,,33,,9,9,320,,320,,5,5,2211,2211
1,,101,,3,,2011,,28,,12,,2010,,1,,115,,37,,34,,2,2,320,,320,,5,5,9999,2211
1,,101,,10,,2010,,9,,9,,2010,,1,,101,,34,,33,,9,9,320,,320,,1,4,2166,2212
16,,1612,,9,,2010,,2,,6,,2010,,16,,1601,,999,,999,,9,9,320,,320,,9,1,7231,2212
1,,101,,6,,2010,,6,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,9,2211,2221
3,,308,,6,,2010,,29,,4,,2010,,1,,101,,40,,32,,9,9,320,,320,,1,1,2211,2221
5,,506,,12,,2010,,12,,10,,2010,,10,,1001,,49,,44,,2,2,320,,320,,5,5,2320,2221
14,,1401,,3,,2011,,3,,8,,2010,,14,,1401,,44,,47,,2,9,320,,320,,9,9,2634,2221
9,,920,,12,,2010,,5,,11,,2010,,9,,920,,999,,999,,9,9,320,,320,,9,9,6111,2221
1,,101,,9,,2010,,31,,8,,2010,,3,,301,,999,,999,,9,9,320,,320,,9,9,6111,2221
3,,315,,2,,2011,,1,,9,,2010,,3,,301,,29,,28,,1,2,320,,320,,3,2,7112,2221
1,,101,,11,,2010,,23,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,9712,2221
1,,101,,7,,2010,,23,,4,,2010,,1,,101,,999,,65,,2,2,320,,320,,1,3,9999,2221
9,,901,,10,,2010,,25,,8,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,5221,2261
1,,108,,12,,2010,,8,,10,,2010,,22,,2201,,999,,999,,9,9,320,,320,,9,9,5221,2261
21,,2101,,7,,2010,,21,,6,,2010,,21,,2101,,22,,27,,9,9,320,,320,,9,1,9712,2261
1,,101,,12,,2010,,30,,9,,2010,,1,,101,,999,,999,,2,2,320,,320,,9,9,7212,2262
12,,1228,,9,,2010,,19,,5,,2010,,1,,101,,38,,36,,2,9,320,,320,,2,4,8322,2262
9,,901,,7,,2010,,5,,4,,2010,,9,,901,,31,,999,,9,9,320,,320,,4,4,5221,2264
1,,101,,11,,2010,,28,,9,,2010,,1,,101,,33,,33,,9,9,320,,320,,1,1,2211,2265
1,,101,,11,,2010,,21,,10,,2010,,1,,101,,31,,32,,2,9,320,,320,,5,5,5221,2265
1,,101,,10,,2010,,23,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2120,2267
14,,1401,,1,,2011,,21,,10,,2010,,14,,1401,,43,,35,,9,1,320,,320,,9,5,9999,2320
10,,1014,,5,,2010,,18,,3,,2010,,1,,114,,999,,999,,9,9,320,,320,,9,9,310,2341
12,,1201,,5,,2010,,28,,4,,2010,,12,,1201,,32,,27,,2,2,320,,320,,5,4,2133,2341
1,,101,,10,,2010,,9,,9,,2010,,1,,101,,56,,45,,9,2,222,,320,,9,4,2133,2341
1,,101,,6,,2010,,11,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2142,2341
1,,101,,10,,2010,,19,,8,,2010,,1,,101,,40,,32,,9,9,320,,320,,1,1,2166,2341
1,,101,,9,,2010,,29,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,2341
9,,902,,11,,2010,,26,,10,,2010,,9,,901,,999,,36,,2,2,320,,320,,5,4,2211,2341
1,,101,,10,,2010,,20,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,2211,2341
10,,1010,,5,,2010,,18,,1,,2010,,10,,1010,,999,,999,,9,9,320,,320,,1,9,2320,2341
10,,1010,,8,,2010,,15,,2,,2010,,10,,1010,,999,,999,,9,9,320,,320,,9,9,2341,2341
12,,1211,,9,,2010,,10,,5,,2010,,12,,1215,,23,,28,,2,2,320,,320,,4,4,2341,2341
17,,1708,,12,,2010,,15,,11,,2010,,17,,1712,,28,,28,,2,2,320,,320,,4,4,2341,2341
1,,115,,9,,2010,,5,,4,,2010,,1,,115,,999,,999,,9,9,320,,320,,1,1,2341,2341
9,,920,,12,,2010,,12,,4,,2010,,9,,920,,999,,999,,9,9,320,,320,,9,9,2341,2341
15,,1504,,12,,2010,,9,,9,,2010,,15,,1504,,999,,999,,9,2,320,,320,,1,4,2341,2341
12,,1211,,9,,2010,,10,,5,,2010,,12,,1215,,23,,28,,2,2,320,,320,,4,4,2341,2341
1,,101,,9,,2010,,15,,7,,2010,,1,,101,,55,,51,,9,9,320,,320,,4,4,2341,2341
16,,1601,,4,,2011,,29,,11,,2010,,16,,1601,,35,,34,,1,1,320,,320,,4,5,2341,2341
15,,1506,,1,,2011,,23,,11,,2010,,15,,1501,,999,,999,,1,2,320,,320,,4,4,2341,2341
1,,101,,8,,2010,,14,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2354,2341
1,,101,,8,,2010,,26,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2411,2341
1,,108,,8,,2010,,9,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2611,2341
1,,101,,11,,2010,,3,,9,,2010,,1,,101,,48,,999,,9,9,320,,320,,5,9,2611,2341
1,,101,,9,,2010,,31,,8,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2634,2341
10,,1019,,8,,2010,,27,,5,,2010,,10,,1001,,30,,30,,2,2,320,,320,,4,4,3118,2341
10,,1019,,1,,2011,,26,,10,,2010,,10,,1001,,30,,30,,2,2,320,,320,,4,4,3118,2341
5,,501,,4,,2010,,14,,1,,2010,,5,,501,,41,,36,,2,2,320,,320,,9,9,3314,2341
1,,101,,9,,2010,,7,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,2341
1,,101,,7,,2010,,3,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,2341
21,,2101,,6,,2010,,19,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,9,3412,2341
1,,101,,10,,2010,,20,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,2341
1,,101,,12,,2010,,22,,4,,2010,,1,,101,,999,,999,,9,9,320,,840,,9,9,3412,2341
1,,101,,8,,2010,,22,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,2341
6,,602,,10,,2010,,2,,8,,2010,,6,,601,,999,,25,,2,2,320,,320,,4,4,3412,2341
1,,101,,3,,2011,,4,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,3412,2341
1,,101,,9,,2010,,30,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,2341
1,,101,,12,,2010,,18,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,2341
9,,902,,7,,2010,,15,,3,,2010,,9,,901,,33,,37,,2,2,320,,320,,9,9,3522,2341
6,,608,,9,,2010,,28,,5,,2010,,6,,601,,999,,999,,9,9,320,,320,,9,9,4311,2341
1,,101,,11,,2010,,23,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5141,2341
1,,101,,8,,2010,,15,,3,,2010,,1,,101,,999,,999,,9,9,320,,222,,9,9,5221,2341
1,,101,,5,,2010,,18,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,1,5221,2341
9,,901,,2,,2011,,5,,11,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,5242,2341
10,,1002,,7,,2010,,15,,4,,2010,,10,,1002,,36,,999,,2,9,320,,320,,2,9,6111,2341
3,,310,,5,,2010,,25,,1,,2010,,1,,101,,999,,67,,9,9,320,,320,,9,1,6111,2341
3,,306,,12,,2010,,16,,9,,2010,,3,,301,,22,,26,,1,1,320,,320,,1,4,6111,2341
9,,901,,8,,2010,,28,,6,,2010,,9,,901,,54,,64,,9,2,320,,320,,1,4,6111,2341
9,,901,,2,,2011,,16,,12,,2010,,9,,901,,41,,999,,2,9,320,,320,,9,9,6111,2341
9,,902,,9,,2010,,27,,7,,2010,,9,,901,,31,,34,,2,2,320,,320,,9,4,7231,2341
21,,2101,,12,,2010,,20,,9,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9313,2341
1,,101,,8,,2010,,26,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,101,,11,,2010,,6,,8,,2010,,1,,101,,40,,999,,9,9,320,,320,,1,9,9712,2341
19,,1901,,4,,2010,,19,,3,,2010,,19,,1901,,999,,999,,9,9,840,,320,,9,1,9712,2341
1,,101,,9,,2010,,12,,8,,2010,,1,,101,,999,,36,,9,9,320,,192,,9,1,9712,2341
22,,2201,,10,,2010,,23,,8,,2010,,22,,2201,,22,,21,,9,9,320,,320,,1,1,9712,2341
17,,1711,,11,,2010,,7,,9,,2010,,17,,1703,,999,,999,,9,9,320,,320,,9,1,9712,2341
12,,1201,,1,,2010,,4,,1,,2010,,12,,1201,,999,,999,,2,2,320,,320,,4,4,9712,2341
9,,901,,2,,2010,,4,,1,,2010,,9,,901,,999,,51,,9,9,320,,320,,9,4,9712,2341
21,,2101,,5,,2010,,24,,2,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,2341
16,,1604,,7,,2010,,18,,6,,2010,,16,,1601,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,101,,9,,2010,,29,,7,,2010,,1,,101,,27,,21,,9,9,320,,320,,1,9,9712,2341
14,,1414,,4,,2010,,4,,1,,2010,,14,,1401,,999,,999,,2,2,320,,320,,3,4,9712,2341
5,,502,,8,,2010,,4,,3,,2010,,5,,502,,999,,999,,9,9,320,,320,,9,9,9712,2341
9,,901,,8,,2010,,16,,7,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,2341
4,,413,,5,,2010,,13,,4,,2010,,4,,401,,30,,24,,2,2,320,,320,,2,4,9712,2341
9,,901,,7,,2010,,1,,6,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,2341
16,,1601,,11,,2010,,29,,10,,2010,,16,,1601,,999,,999,,9,9,320,,320,,9,9,9712,2341
11,,1107,,9,,2010,,18,,8,,2010,,11,,1101,,37,,999,,9,9,320,,320,,9,9,9712,2341
1,,115,,10,,2010,,1,,7,,2010,,1,,115,,999,,999,,9,9,320,,320,,1,1,9712,2341
1,,115,,1,,2011,,20,,7,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,101,,1,,2011,,14,,12,,2010,,1,,101,,999,,999,,9,9,222,,320,,9,9,9712,2341
16,,1601,,1,,2011,,30,,9,,2010,,16,,1601,,999,,999,,9,9,320,,320,,9,9,9712,2341
11,,1101,,3,,2011,,23,,8,,2010,,11,,1101,,31,,28,,9,9,320,,320,,1,1,9712,2341
17,,1704,,6,,2011,,9,,9,,2010,,17,,1703,,31,,26,,2,2,320,,320,,1,4,9712,2341
5,,510,,1,,2011,,1,,10,,2010,,5,,510,,24,,21,,9,9,320,,320,,1,1,9712,2341
16,,1601,,2,,2011,,21,,12,,2010,,16,,1601,,31,,30,,9,9,320,,320,,9,4,9712,2341
19,,1902,,3,,2011,,9,,12,,2010,,19,,1902,,27,,27,,2,2,320,,320,,9,4,9712,2341
1,,101,,10,,2010,,2,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9998,2341
1,,101,,11,,2010,,27,,9,,2010,,1,,101,,34,,33,,2,9,320,,320,,4,1,9998,2341
1,,115,,4,,2010,,2,,3,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,9999,2341
1,,101,,11,,2010,,9,,9,,2010,,1,,101,,43,,43,,9,2,320,,320,,9,4,9999,2341
1,,101,,6,,2010,,19,,4,,2010,,1,,108,,26,,999,,9,9,320,,320,,9,9,9999,2341
18,,1804,,6,,2010,,28,,5,,2010,,18,,1801,,999,,32,,9,2,320,,320,,9,4,9999,2341
22,,2212,,9,,2010,,31,,8,,2010,,22,,2201,,45,,31,,9,2,320,,320,,9,4,9999,2341
1,,111,,9,,2010,,26,,7,,2010,,1,,101,,34,,35,,9,2,320,,320,,1,4,9999,2341
22,,2212,,9,,2010,,31,,8,,2010,,22,,2201,,45,,31,,9,2,320,,320,,9,4,9999,2341
1,,101,,3,,2011,,13,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,1,9999,2341
21,,2101,,5,,2010,,24,,3,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2421,2342
1,,101,,8,,2010,,20,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2422,2342
1,,101,,3,,2011,,23,,8,,2010,,1,,101,,22,,22,,9,9,320,,320,,1,1,3153,2342
20,,2011,,7,,2010,,12,,7,,2010,,20,,2001,,28,,25,,2,2,320,,320,,4,4,3314,2342
1,,101,,3,,2010,,15,,1,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,2342
17,,1709,,10,,2010,,12,,7,,2010,,17,,1712,,999,,999,,9,9,320,,320,,9,9,4311,2342
13,,1301,,11,,2010,,24,,8,,2010,,13,,1301,,40,,34,,2,2,320,,320,,3,4,9712,2342
19,,1901,,4,,2011,,10,,8,,2010,,19,,1901,,33,,31,,2,2,320,,320,,9,4,9712,2342
1,,101,,11,,2010,,29,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9998,2342
9,,901,,3,,2011,,24,,6,,2010,,9,,901,,43,,41,,9,2,320,,320,,9,5,9999,2351
1,,101,,7,,2010,,3,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2161,2359
9,,901,,4,,2010,,25,,3,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,2211,2359
1,,101,,5,,2010,,27,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,2611,2359
1,,101,,8,,2010,,26,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,1,3119,2359
1,,101,,10,,2010,,27,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3142,2359
1,,101,,11,,2010,,26,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,2359
9,,921,,3,,2011,,22,,12,,2010,,11,,1101,,30,,24,,2,2,320,,320,,4,4,4311,2359
16,,1601,,8,,2010,,18,,6,,2010,,16,,1601,,999,,999,,9,9,721,,320,,9,9,5221,2359
1,,101,,11,,2010,,8,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,2359
12,,1223,,1,,2011,,14,,9,,2010,,12,,1223,,999,,999,,9,9,320,,320,,9,9,6111,2359
19,,1901,,5,,2010,,9,,4,,2010,,19,,1901,,999,,999,,9,9,320,,320,,9,9,7231,2359
1,,101,,4,,2011,,15,,12,,2010,,1,,101,,46,,44,,9,9,320,,320,,1,1,7231,2359
1,,101,,7,,2010,,20,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2359
16,,1601,,8,,2010,,8,,3,,2010,,16,,1601,,999,,999,,9,9,320,,320,,1,9,9712,2359
1,,101,,10,,2010,,30,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2359
9,,920,,3,,2011,,23,,6,,2010,,9,,920,,999,,31,,9,2,320,,320,,9,4,9712,2359
9,,901,,3,,2011,,6,,8,,2010,,9,,901,,999,,29,,9,2,320,,320,,9,4,9712,2359
9,,920,,9,,2010,,19,,4,,2010,,9,,920,,999,,999,,9,9,320,,320,,9,1,9998,2359
14,,1415,,1,,2011,,30,,3,,2010,,14,,1415,,34,,31,,2,2,320,,320,,9,4,9999,2359
1,,108,,7,,2010,,22,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,2511,2411
1,,102,,2,,2011,,10,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2421,2421
1,,101,,4,,2010,,8,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2132,2422
1,,101,,1,,2011,,20,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2144,2422
1,,101,,3,,2010,,5,,1,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9998,2422
1,,102,,11,,2010,,24,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9998,2422
1,,101,,9,,2010,,2,,9,,2010,,1,,101,,999,,999,,9,9,320,,1026,,9,9,9712,2431
1,,101,,8,,2010,,12,,1,,2010,,1,,101,,999,,45,,9,9,320,,320,,9,1,9712,2431
1,,101,,9,,2010,,20,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,2433
1,,101,,9,,2010,,28,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3114,2433
1,,101,,4,,2010,,4,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,3153,2511
9,,901,,5,,2010,,17,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,2514
1,,101,,12,,2010,,10,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2149,2529
9,,920,,4,,2011,,30,,3,,2010,,9,,920,,33,,32,,9,9,320,,320,,1,1,2611,2611
1,,101,,1,,2011,,6,,12,,2010,,1,,101,,34,,27,,2,9,320,,320,,5,1,2611,2611
1,,115,,5,,2010,,8,,1,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,6111,2611
2,,207,,9,,2010,,6,,8,,2010,,2,,207,,999,,999,,9,9,320,,320,,9,9,7412,2611
1,,101,,11,,2010,,5,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2611
1,,101,,5,,2010,,12,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2611
9,,922,,7,,2010,,8,,6,,2010,,9,,920,,34,,34,,2,2,320,,320,,5,5,9712,2611
2,,207,,1,,2011,,20,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2611
1,,101,,3,,2011,,14,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,9,9712,2611
1,,101,,8,,2010,,27,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2149,2619
1,,101,,9,,2010,,8,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2151,2619
3,,301,,12,,2010,,9,,11,,2010,,1,,101,,33,,33,,2,2,320,,32,,1,1,2619,2619
16,,1601,,8,,2010,,23,,7,,2010,,16,,1601,,999,,999,,9,9,320,,724,,9,9,3412,2619
1,,101,,10,,2010,,16,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,2619
1,,101,,8,,2010,,1,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2619
1,,101,,4,,2011,,27,,12,,2010,,1,,101,,999,,999,,9,9,320,,40,,9,9,2412,2633
1,,101,,8,,2010,,20,,5,,2010,,1,,101,,999,,999,,9,9,320,,840,,9,9,9998,2633
1,,101,,10,,2010,,9,,9,,2010,,1,,101,,35,,33,,9,9,222,,320,,1,1,2141,2634
1,,101,,3,,2011,,26,,10,,2010,,1,,101,,29,,999,,9,9,320,,320,,1,1,2145,2634
1,,101,,8,,2010,,19,,7,,2010,,1,,101,,40,,34,,2,2,320,,320,,5,9,2161,2634
1,,101,,6,,2010,,12,,4,,2010,,1,,101,,44,,37,,9,9,320,,320,,9,9,5221,2634
12,,1201,,4,,2011,,22,,11,,2010,,12,,1201,,55,,48,,2,2,320,,320,,5,5,4131,2635
1,,101,,9,,2010,,7,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,7231,2635
3,,307,,8,,2010,,20,,7,,2010,,3,,301,,33,,33,,9,9,320,,320,,5,5,5113,2643
1,,101,,10,,2010,,13,,8,,2010,,1,,101,,27,,30,,2,9,840,,320,,9,5,9712,2656
1,,101,,6,,2010,,1,,3,,2010,,1,,108,,999,,999,,9,9,320,,320,,9,9,3513,3118
1,,101,,12,,2010,,19,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,3119
1,,101,,4,,2011,,4,,11,,2010,,1,,114,,999,,999,,9,9,320,,320,,9,9,5249,9999
1,,101,,12,,2010,,27,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2221,3221
1,,101,,11,,2010,,26,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3221,3221
1,,101,,12,,2010,,18,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,3221
6,,601,,7,,2010,,14,,5,,2010,,6,,601,,999,,999,,9,9,320,,320,,9,9,9712,3221
17,,1701,,2,,2011,,8,,11,,2010,,17,,1703,,28,,25,,9,9,320,,320,,9,4,9712,3221
13,,1302,,2,,2011,,4,,8,,2010,,13,,1301,,999,,31,,9,2,320,,320,,9,4,9712,3221
4,,409,,9,,2010,,20,,7,,2010,,4,,409,,999,,23,,9,9,320,,320,,9,4,9999,3221
14,,1416,,4,,2010,,24,,3,,2010,,14,,1401,,999,,999,,9,9,320,,320,,9,9,8322,3222
1,,101,,3,,2011,,1,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,3314
17,,1703,,2,,2011,,21,,12,,2010,,17,,1703,,53,,39,,9,2,320,,320,,1,4,6111,3314
1,,114,,10,,2010,,2,,8,,2010,,1,,114,,999,,999,,2,2,320,,320,,9,9,9712,3314
18,,1804,,7,,2010,,9,,7,,2010,,18,,1801,,999,,26,,9,2,320,,320,,9,4,9999,3314
1,,101,,3,,2011,,14,,10,,2010,,1,,101,,999,,48,,9,2,320,,320,,9,4,2113,3334
1,,108,,12,,2010,,11,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2132,3412
1,,101,,9,,2010,,22,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2141,3412
1,,108,,10,,2010,,3,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,3412,3412
9,,901,,9,,2010,,13,,8,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,3412
9,,901,,7,,2010,,15,,3,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,3412
3,,303,,8,,2010,,7,,7,,2010,,3,,301,,32,,29,,2,9,320,,320,,9,4,9712,3412
9,,901,,5,,2011,,23,,4,,2010,,11,,1101,,999,,999,,2,2,320,,320,,9,9,9712,3412
1,,101,,2,,2011,,20,,12,,2010,,1,,101,,999,,35,,9,2,320,,320,,9,4,9712,3412
1,,101,,2,,2011,,1,,10,,2010,,1,,101,,999,,35,,9,9,320,,320,,9,1,9999,3412
1,,101,,10,,2010,,26,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,110,3513
15,,1504,,2,,2011,,9,,12,,2010,,15,,1501,,27,,19,,2,2,320,,320,,4,4,2341,3513
1,,101,,2,,2011,,29,,10,,2010,,1,,101,,999,,999,,2,9,320,,320,,1,9,3513,3513
1,,101,,8,,2010,,28,,6,,2010,,1,,101,,30,,29,,9,9,320,,320,,1,4,4311,3513
1,,101,,6,,2010,,29,,4,,2010,,1,,101,,45,,44,,9,9,320,,320,,9,9,4311,3513
4,,415,,4,,2011,,29,,7,,2010,,4,,401,,22,,23,,2,2,320,,320,,2,5,7221,3513
5,,501,,11,,2010,,13,,4,,2010,,5,,501,,999,,999,,9,9,320,,320,,9,9,9712,3513
18,,1804,,1,,2011,,11,,11,,2010,,18,,1801,,26,,19,,9,2,320,,320,,9,4,9712,3513
1,,101,,11,,2010,,18,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9998,3513
16,,1601,,12,,2010,,3,,8,,2010,,16,,1601,,31,,26,,9,2,320,,320,,9,4,9999,3513
1,,114,,5,,2010,,9,,2,,2010,,1,,114,,999,,23,,9,9,320,,320,,9,4,9999,3513
1,,101,,6,,2010,,23,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,110,4120
1,,101,,9,,2010,,21,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,110,4120
16,,1601,,8,,2010,,23,,6,,2010,,16,,1601,,999,,999,,9,9,320,,320,,9,9,310,4120
1,,101,,3,,2011,,10,,12,,2010,,1,,101,,41,,40,,2,9,320,,320,,9,1,1219,4120
1,,101,,12,,2010,,7,,9,,2010,,1,,101,,34,,31,,2,9,320,,320,,4,1,1346,4120
1,,101,,8,,2010,,4,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2142,4120
1,,101,,8,,2010,,4,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2142,4120
1,,101,,1,,2011,,21,,12,,2010,,1,,101,,49,,47,,2,2,320,,320,,5,4,2144,4120
1,,101,,11,,2010,,21,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2145,4120
1,,108,,7,,2010,,23,,3,,2010,,1,,108,,37,,999,,9,9,320,,320,,9,1,2151,4120
5,,501,,6,,2010,,23,,4,,2010,,5,,501,,999,,999,,2,2,320,,320,,9,1,2151,4120
1,,101,,4,,2010,,23,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,4120
1,,101,,10,,2010,,28,,7,,2010,,1,,101,,999,,999,,2,2,320,,320,,1,1,2211,4120
